epoch,mode,world_size,val_accuracy,peak_mem_mb,train_loss,epoch_time_sec,throughput_samples_sec
1,manual_ddp,2,0.8394495412844036,2658.658816,0.6039011059328914,115.75165130011737,4.319592803938625
2,manual_ddp,2,0.8772935779816514,2658.658816,0.33892731461673975,118.36724990000948,4.224141394028957
